 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, rowcost
F# aeolian (6#), 4+0:1:0:0:1, 5+0:1:0:0:2, 5+0:1:0:0:2, 5+0:1:0:0:2, 5+0:1:0:0:2, 6+0:2:0:0:3, 7+0:2:0:0:3, 5+0:1:0:0:2, 6+0:1:0:0:2, 6+0:1:0:0:2, 5+0:1:0:0:2, 4+0:1:0:0:2, 4+0:1:0:0:1, 5+0:2:0:0:3, 5+0:1:0:0:2, 4+0:1:0:0:2, 4+0:1:0:0:2, 5+0:2:0:0:3, 5+0:2:0:0:3, 5+0:1:0:0:2, 6+0:1:0:0:2, 4+0:1:0:0:1, 8+0:1:0:0:2, 7+0:2:0:0:3, 6+0:1:0:0:2, 6+0:2:0:0:3, 7+0:2:0:0:3, 7+0:2:0:0:3, 4+0:1:0:0:2, 7+0:3:0:0:4, 9+0:3:0:0:4, 9+0:1:0:0:3, 6+0:1:0:0:1, 6+0:1:0:0:2, 6+0:1:0:0:2, 4+0:1:0:0:2, 5+0:1:0:0:1, 5+0:1:0:0:2, 7+0:3:0:0:4, 4+0:1:0:0:2, 8+0:2:0:0:3, 9+0:3:0:0:4, 5+0:2:0:0:3, 9+0:2:0:0:3, 11+0:2:0:0:3, 5+0:1:0:0:2, 5+0:2:0:0:2, 5+0:1:0:0:2, 8+0:2:0:0:3, 4+0:1:0:0:2, 292+0:73:0:0:118
Gb locrian (6b), 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:3, 6+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:3, 7+0:0:0:0:3, 6+0:0:0:0:3, 6+0:0:0:0:3, 5+0:0:0:0:2, 6+0:0:0:0:3, 6+0:0:0:0:3, 3+0:0:0:0:1, 6+0:0:0:0:3, 9+0:0:0:0:4, 8+0:0:0:0:5, 6+0:2:0:0:5, 6+0:0:0:0:3, 6+0:0:0:0:3, 3+0:0:0:0:1, 5+0:0:0:0:3, 4+0:0:0:0:2, 6+0:0:0:0:3, 3+0:0:0:0:1, 8+0:0:0:0:4, 8+0:0:0:0:4, 4+0:0:0:0:2, 9+0:2:0:0:6, 10+0:0:0:0:5, 5+0:0:0:0:3, 4+0:0:0:0:2, 4+0:0:0:0:2, 8+0:0:0:0:4, 3+0:0:0:0:1, 258+0:4:0:0:127
F# locrian (6#), 3+0:1:0:0:0, 4+0:1:0:0:1, 4+0:1:0:0:1, 4+0:1:0:0:1, 4+0:1:0:0:1, 6+0:2:0:0:1, 7+0:2:0:0:1, 4+0:1:0:0:1, 5+0:1:0:0:1, 6+0:1:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:1, 4+0:1:0:0:1, 3+0:1:0:0:1, 3+0:1:0:0:1, 5+0:2:0:0:1, 5+0:2:0:0:1, 4+0:1:0:0:1, 5+0:1:0:0:1, 3+0:1:0:0:0, 6+0:1:0:0:0, 6+0:2:0:0:2, 5+0:1:0:0:0, 5+0:2:0:0:1, 6+0:2:0:0:1, 6+0:2:0:0:1, 3+0:1:0:0:1, 7+0:3:0:0:2, 8+0:3:0:0:2, 8+0:1:0:0:1, 5+0:1:0:0:1, 5+0:1:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:0, 4+0:1:0:0:1, 7+0:3:0:0:1, 3+0:1:0:0:1, 8+0:3:0:0:2, 9+0:3:0:0:1, 5+0:2:0:0:1, 8+0:2:0:0:1, 10+0:3:0:0:2, 4+0:1:0:0:0, 4+0:2:0:0:1, 4+0:1:0:0:1, 6+0:2:0:0:1, 3+0:1:0:0:1, 249+0:75:0:0:44
Cb major (7b), 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:3, 3+0:0:0:0:2, 6+0:0:0:0:2, 6+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:2, 8+0:0:0:0:3, 8+0:0:0:0:3, 6+0:2:0:0:4, 5+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:1, 7+0:0:0:0:3, 7+0:0:0:0:3, 3+0:0:0:0:2, 8+0:2:0:0:5, 9+0:0:0:0:4, 4+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 7+0:0:0:0:3, 3+0:0:0:0:1, 229+0:4:0:0:90
C# major (7#), 4+0:1:0:0:2, 5+0:1:0:0:3, 5+0:1:0:0:3, 5+0:1:0:0:3, 5+0:1:0:0:3, 6+0:2:0:0:4, 7+0:2:0:0:4, 5+0:1:0:0:3, 6+0:1:0:0:3, 6+0:1:0:0:2, 5+0:1:0:0:3, 4+0:1:0:0:3, 4+0:1:0:0:2, 5+0:2:0:0:4, 5+0:1:0:0:3, 4+0:1:0:0:3, 4+0:1:0:0:3, 5+0:2:0:0:4, 5+0:2:0:0:3, 5+0:1:0:0:3, 6+0:1:0:0:3, 4+0:1:0:0:1, 8+0:1:0:0:4, 7+0:2:0:0:4, 6+0:1:0:0:3, 6+0:2:0:0:4, 7+0:2:0:0:4, 7+0:2:0:0:4, 4+0:1:0:0:3, 7+0:3:0:0:4, 9+0:3:0:0:5, 9+0:1:0:0:4, 6+0:1:0:0:2, 6+0:1:0:0:3, 6+0:1:0:0:3, 4+0:1:0:0:3, 5+0:1:0:0:2, 5+0:1:0:0:3, 7+0:3:0:0:4, 4+0:1:0:0:3, 8+0:2:0:0:4, 9+0:3:0:0:5, 5+0:2:0:0:3, 9+0:2:0:0:4, 11+0:3:0:0:5, 5+0:1:0:0:2, 5+0:2:0:0:3, 5+0:1:0:0:3, 8+0:2:0:0:4, 4+0:1:0:0:3, 292+0:74:0:0:163
Ab minor (7b), 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:2, 2+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 7+0:0:0:0:2, 7+0:0:0:0:2, 5+0:2:0:0:3, 4+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 6+0:0:0:0:2, 6+0:0:0:0:2, 3+0:0:0:0:1, 8+0:0:0:0:3, 8+0:0:0:0:3, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 6+0:0:0:0:2, 3+0:0:0:0:1, 194+0:2:0:0:61
A# minor (7#), 4+0:1:0:0:4, 5+0:1:0:0:5, 5+0:1:0:0:5, 5+0:1:0:0:5, 5+0:1:0:0:5, 6+0:2:0:0:6, 7+0:2:0:0:6, 5+0:1:0:0:5, 6+0:1:0:0:5, 6+0:1:0:0:4, 5+0:1:0:0:5, 4+0:1:0:0:4, 4+0:1:0:0:4, 5+0:2:0:0:5, 5+0:1:0:0:5, 4+0:1:0:0:4, 4+0:1:0:0:4, 5+0:2:0:0:5, 5+0:2:0:0:5, 6+0:1:0:0:5, 6+0:1:0:0:6, 4+0:1:0:0:4, 8+0:1:0:0:7, 7+0:2:0:0:7, 6+0:1:0:0:6, 6+0:2:0:0:6, 7+0:2:0:0:7, 7+0:2:0:0:7, 4+0:1:0:0:4, 7+0:3:0:0:7, 9+0:3:0:0:9, 9+0:1:0:0:8, 6+0:1:0:0:5, 6+0:1:0:0:6, 6+0:1:0:0:6, 4+0:1:0:0:4, 5+0:1:0:0:5, 5+0:1:0:0:5, 7+0:3:0:0:6, 4+0:1:0:0:4, 8+0:2:0:0:8, 9+0:3:0:0:8, 5+0:2:0:0:5, 10+0:2:0:0:8, 11+0:3:0:0:9, 5+0:1:0:0:5, 5+0:2:0:0:5, 5+0:1:0:0:5, 8+0:2:0:0:8, 4+0:1:0:0:4, 294+0:74:0:0:280
Ab minor mel (7b), 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 6+0:0:0:0:2, 6+0:0:0:0:2, 5+0:2:0:0:3, 3+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 2+0:0:0:0:1, 7+0:0:0:0:3, 7+0:0:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:2, 2+0:0:0:0:1, 150+0:2:0:0:61
A# minor mel (7#), 4+0:1:0:0:4, 5+0:1:0:0:5, 5+0:1:0:0:5, 5+0:1:0:0:5, 5+0:1:0:0:5, 6+0:2:0:0:6, 7+0:2:0:0:6, 5+0:1:0:0:5, 6+0:1:0:0:5, 6+0:1:0:0:4, 5+0:1:0:0:5, 4+0:1:0:0:4, 4+0:1:0:0:4, 5+0:2:0:0:5, 5+0:1:0:0:5, 4+0:1:0:0:4, 4+0:1:0:0:4, 5+0:2:0:0:5, 5+0:2:0:0:5, 6+0:1:0:0:5, 6+0:1:0:0:6, 4+0:1:0:0:4, 8+0:1:0:0:7, 7+0:2:0:0:7, 6+0:1:0:0:6, 6+0:2:0:0:6, 7+0:2:0:0:7, 7+0:2:0:0:7, 4+0:1:0:0:4, 7+0:3:0:0:7, 9+0:3:0:0:9, 9+0:1:0:0:8, 7+0:1:0:0:5, 6+0:1:0:0:6, 6+0:1:0:0:6, 4+0:1:0:0:4, 5+0:1:0:0:5, 5+0:1:0:0:5, 7+0:3:0:0:6, 4+0:1:0:0:4, 8+0:2:0:0:8, 9+0:3:0:0:8, 5+0:2:0:0:5, 10+0:2:0:0:8, 11+0:3:0:0:9, 5+0:1:0:0:5, 5+0:2:0:0:5, 5+0:1:0:0:5, 8+0:2:0:0:8, 4+0:1:0:0:4, 295+0:74:0:0:280
Cb major blues (7b), 4+0:0:0:0:3, 5+0:0:0:0:3, 5+0:0:0:0:3, 5+0:0:0:0:3, 5+0:0:0:0:3, 5+0:0:0:0:3, 6+0:0:0:0:4, 5+0:0:0:0:3, 6+0:0:0:0:3, 5+0:0:0:0:3, 6+0:0:0:0:3, 4+0:0:0:0:2, 4+0:0:0:0:3, 5+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 6+0:0:0:0:3, 6+0:0:0:0:4, 4+0:0:0:0:3, 7+0:0:0:0:4, 7+0:0:0:0:4, 6+0:0:0:0:4, 6+0:0:0:0:3, 6+0:0:0:0:4, 7+0:0:0:0:4, 4+0:0:0:0:2, 6+0:0:0:0:3, 9+0:0:0:0:5, 9+0:0:0:0:6, 7+0:2:0:0:6, 6+0:0:0:0:4, 6+0:0:0:0:4, 4+0:0:0:0:2, 5+0:0:0:0:4, 5+0:0:0:0:3, 6+0:0:0:0:3, 4+0:0:0:0:2, 9+0:0:0:0:5, 8+0:0:0:0:5, 4+0:0:0:0:2, 10+0:2:0:0:7, 11+0:0:0:0:6, 5+0:0:0:0:3, 4+0:0:0:0:3, 5+0:0:0:0:3, 8+0:0:0:0:5, 4+0:0:0:0:2, 285+0:4:0:0:170
C# major blues (7#), 4+0:1:0:0:3, 5+0:1:0:0:4, 5+0:1:0:0:4, 5+0:1:0:0:4, 5+0:1:0:0:4, 6+0:2:0:0:5, 7+0:2:0:0:5, 5+0:1:0:0:4, 6+0:1:0:0:4, 6+0:1:0:0:3, 5+0:1:0:0:4, 4+0:1:0:0:3, 4+0:1:0:0:3, 5+0:2:0:0:4, 5+0:1:0:0:3, 4+0:1:0:0:3, 4+0:1:0:0:3, 5+0:2:0:0:4, 5+0:2:0:0:4, 5+0:1:0:0:3, 6+0:1:0:0:3, 4+0:1:0:0:2, 8+0:1:0:0:5, 7+0:2:0:0:5, 6+0:1:0:0:4, 6+0:2:0:0:5, 7+0:2:0:0:5, 7+0:2:0:0:5, 4+0:1:0:0:3, 7+0:3:0:0:5, 9+0:3:0:0:6, 9+0:1:0:0:5, 7+0:1:0:0:3, 6+0:1:0:0:4, 6+0:1:0:0:4, 4+0:1:0:0:3, 5+0:1:0:0:3, 5+0:1:0:0:3, 7+0:3:0:0:5, 4+0:1:0:0:3, 8+0:2:0:0:5, 9+0:3:0:0:6, 5+0:2:0:0:3, 9+0:2:0:0:5, 11+0:3:0:0:6, 5+0:1:0:0:3, 5+0:2:0:0:4, 5+0:1:0:0:4, 8+0:2:0:0:5, 4+0:1:0:0:3, 293+0:74:0:0:199
Ab minor blues (7b), 4+0:0:0:0:3, 5+0:0:0:0:3, 5+0:0:0:0:3, 5+0:0:0:0:3, 5+0:0:0:0:3, 5+0:0:0:0:3, 6+0:0:0:0:4, 5+0:0:0:0:3, 6+0:0:0:0:3, 5+0:0:0:0:3, 6+0:0:0:0:3, 4+0:0:0:0:2, 4+0:0:0:0:3, 5+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 6+0:0:0:0:3, 6+0:0:0:0:4, 4+0:0:0:0:3, 7+0:0:0:0:4, 7+0:0:0:0:4, 6+0:0:0:0:4, 6+0:0:0:0:3, 6+0:0:0:0:4, 7+0:0:0:0:4, 4+0:0:0:0:2, 6+0:0:0:0:3, 9+0:0:0:0:5, 9+0:0:0:0:6, 7+0:2:0:0:6, 6+0:0:0:0:4, 6+0:0:0:0:4, 4+0:0:0:0:2, 5+0:0:0:0:4, 5+0:0:0:0:3, 6+0:0:0:0:3, 4+0:0:0:0:2, 9+0:0:0:0:5, 8+0:0:0:0:5, 4+0:0:0:0:2, 10+0:2:0:0:7, 11+0:0:0:0:6, 5+0:0:0:0:3, 4+0:0:0:0:3, 5+0:0:0:0:3, 8+0:0:0:0:5, 4+0:0:0:0:2, 285+0:4:0:0:170
A# minor blues (7#), 4+0:1:0:0:3, 5+0:1:0:0:4, 5+0:1:0:0:4, 5+0:1:0:0:4, 5+0:1:0:0:4, 6+0:2:0:0:5, 7+0:2:0:0:5, 5+0:1:0:0:4, 6+0:1:0:0:4, 6+0:1:0:0:3, 5+0:1:0:0:4, 4+0:1:0:0:3, 4+0:1:0:0:3, 5+0:2:0:0:4, 5+0:1:0:0:3, 4+0:1:0:0:3, 4+0:1:0:0:3, 5+0:2:0:0:4, 5+0:2:0:0:4, 5+0:1:0:0:3, 6+0:1:0:0:3, 4+0:1:0:0:2, 8+0:1:0:0:5, 7+0:2:0:0:5, 6+0:1:0:0:4, 6+0:2:0:0:5, 7+0:2:0:0:5, 7+0:2:0:0:5, 4+0:1:0:0:3, 7+0:3:0:0:5, 9+0:3:0:0:6, 9+0:1:0:0:5, 7+0:1:0:0:3, 6+0:1:0:0:4, 6+0:1:0:0:4, 4+0:1:0:0:3, 5+0:1:0:0:3, 5+0:1:0:0:3, 7+0:3:0:0:5, 4+0:1:0:0:3, 8+0:2:0:0:5, 9+0:3:0:0:6, 5+0:2:0:0:3, 9+0:2:0:0:5, 11+0:3:0:0:6, 5+0:1:0:0:3, 5+0:2:0:0:4, 5+0:1:0:0:4, 8+0:2:0:0:5, 4+0:1:0:0:3, 293+0:74:0:0:199
Cb dorian (7b), 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 7+0:0:0:0:2, 7+0:0:0:0:2, 6+0:2:0:0:3, 4+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 6+0:0:0:0:2, 6+0:0:0:0:2, 2+0:0:0:0:1, 7+0:2:0:0:4, 8+0:0:0:0:3, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 6+0:0:0:0:2, 2+0:0:0:0:1, 185+0:4:0:0:62
C# dorian (7#), 4+0:1:0:0:3, 5+0:1:0:0:4, 5+0:1:0:0:4, 5+0:1:0:0:4, 5+0:1:0:0:4, 6+0:2:0:0:5, 7+0:2:0:0:5, 5+0:1:0:0:4, 6+0:1:0:0:4, 6+0:1:0:0:3, 5+0:1:0:0:4, 4+0:1:0:0:3, 4+0:1:0:0:3, 5+0:2:0:0:4, 5+0:1:0:0:3, 4+0:1:0:0:3, 4+0:1:0:0:3, 5+0:2:0:0:4, 5+0:2:0:0:4, 5+0:1:0:0:3, 6+0:1:0:0:3, 4+0:1:0:0:2, 8+0:1:0:0:5, 7+0:2:0:0:5, 6+0:1:0:0:4, 6+0:2:0:0:5, 7+0:2:0:0:5, 7+0:2:0:0:5, 4+0:1:0:0:3, 7+0:3:0:0:5, 9+0:3:0:0:6, 9+0:1:0:0:5, 7+0:1:0:0:3, 6+0:1:0:0:4, 6+0:1:0:0:4, 4+0:1:0:0:3, 5+0:1:0:0:3, 5+0:1:0:0:3, 7+0:3:0:0:5, 4+0:1:0:0:3, 8+0:2:0:0:5, 9+0:3:0:0:6, 5+0:2:0:0:3, 9+0:2:0:0:5, 11+0:3:0:0:6, 5+0:1:0:0:3, 5+0:2:0:0:4, 5+0:1:0:0:4, 8+0:2:0:0:5, 4+0:1:0:0:3, 293+0:74:0:0:199
Cb phrygian (7b), 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:3, 6+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:3, 7+0:0:0:0:3, 6+0:0:0:0:3, 6+0:0:0:0:3, 5+0:0:0:0:2, 6+0:0:0:0:3, 6+0:0:0:0:3, 3+0:0:0:0:1, 6+0:0:0:0:3, 9+0:0:0:0:4, 8+0:0:0:0:5, 6+0:2:0:0:5, 6+0:0:0:0:3, 6+0:0:0:0:3, 3+0:0:0:0:1, 5+0:0:0:0:3, 4+0:0:0:0:2, 6+0:0:0:0:3, 3+0:0:0:0:1, 8+0:0:0:0:4, 8+0:0:0:0:4, 4+0:0:0:0:2, 9+0:2:0:0:6, 10+0:0:0:0:5, 5+0:0:0:0:3, 4+0:0:0:0:2, 4+0:0:0:0:2, 8+0:0:0:0:4, 3+0:0:0:0:1, 258+0:4:0:0:127
C# phrygian (7#), 4+0:1:0:0:1, 5+0:1:0:0:2, 5+0:1:0:0:2, 5+0:1:0:0:2, 5+0:1:0:0:2, 6+0:2:0:0:3, 7+0:2:0:0:3, 5+0:1:0:0:2, 6+0:1:0:0:2, 6+0:1:0:0:2, 5+0:1:0:0:2, 4+0:1:0:0:2, 4+0:1:0:0:1, 5+0:2:0:0:3, 5+0:1:0:0:2, 4+0:1:0:0:2, 4+0:1:0:0:2, 5+0:2:0:0:3, 5+0:2:0:0:3, 5+0:1:0:0:2, 6+0:1:0:0:2, 4+0:1:0:0:1, 8+0:1:0:0:2, 7+0:2:0:0:3, 6+0:1:0:0:2, 6+0:2:0:0:3, 7+0:2:0:0:3, 7+0:2:0:0:3, 4+0:1:0:0:2, 7+0:3:0:0:4, 9+0:3:0:0:4, 9+0:1:0:0:3, 6+0:1:0:0:1, 6+0:1:0:0:2, 6+0:1:0:0:2, 4+0:1:0:0:2, 5+0:1:0:0:1, 5+0:1:0:0:2, 7+0:3:0:0:4, 4+0:1:0:0:2, 8+0:2:0:0:3, 9+0:3:0:0:4, 5+0:2:0:0:3, 9+0:2:0:0:3, 11+0:2:0:0:3, 5+0:1:0:0:2, 5+0:2:0:0:2, 5+0:1:0:0:2, 8+0:2:0:0:3, 4+0:1:0:0:2, 292+0:73:0:0:118
Cb lydian (7b), 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 7+0:0:0:0:2, 7+0:0:0:0:2, 6+0:2:0:0:3, 4+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 6+0:0:0:0:2, 6+0:0:0:0:2, 2+0:0:0:0:1, 7+0:2:0:0:4, 8+0:0:0:0:3, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 6+0:0:0:0:2, 2+0:0:0:0:1, 185+0:4:0:0:62
C# lydian (7#), 4+0:1:0:0:3, 5+0:1:0:0:4, 5+0:1:0:0:4, 5+0:1:0:0:4, 5+0:1:0:0:4, 6+0:2:0:0:5, 7+0:2:0:0:5, 5+0:1:0:0:4, 6+0:1:0:0:4, 6+0:1:0:0:3, 5+0:1:0:0:4, 4+0:1:0:0:3, 4+0:1:0:0:3, 5+0:2:0:0:4, 5+0:1:0:0:3, 4+0:1:0:0:3, 4+0:1:0:0:3, 5+0:2:0:0:4, 5+0:2:0:0:4, 5+0:1:0:0:3, 6+0:1:0:0:3, 4+0:1:0:0:2, 8+0:1:0:0:5, 7+0:2:0:0:5, 6+0:1:0:0:4, 6+0:2:0:0:5, 7+0:2:0:0:5, 7+0:2:0:0:5, 4+0:1:0:0:3, 7+0:3:0:0:5, 9+0:3:0:0:6, 9+0:1:0:0:5, 7+0:1:0:0:3, 6+0:1:0:0:4, 6+0:1:0:0:4, 4+0:1:0:0:3, 5+0:1:0:0:3, 5+0:1:0:0:3, 7+0:3:0:0:5, 4+0:1:0:0:3, 8+0:2:0:0:5, 9+0:3:0:0:6, 5+0:2:0:0:3, 9+0:2:0:0:5, 11+0:3:0:0:6, 5+0:1:0:0:3, 5+0:2:0:0:4, 5+0:1:0:0:4, 8+0:2:0:0:5, 4+0:1:0:0:3, 293+0:74:0:0:199
Cb mixolydian (7b), 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:3, 6+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:3, 7+0:0:0:0:3, 6+0:0:0:0:3, 6+0:0:0:0:3, 5+0:0:0:0:2, 6+0:0:0:0:3, 6+0:0:0:0:3, 3+0:0:0:0:1, 6+0:0:0:0:3, 9+0:0:0:0:4, 8+0:0:0:0:5, 6+0:2:0:0:5, 6+0:0:0:0:3, 6+0:0:0:0:3, 3+0:0:0:0:1, 5+0:0:0:0:3, 4+0:0:0:0:2, 6+0:0:0:0:3, 3+0:0:0:0:1, 8+0:0:0:0:4, 8+0:0:0:0:4, 4+0:0:0:0:2, 9+0:2:0:0:6, 10+0:0:0:0:5, 5+0:0:0:0:3, 4+0:0:0:0:2, 4+0:0:0:0:2, 8+0:0:0:0:4, 3+0:0:0:0:1, 258+0:4:0:0:127
